OBJECT TEFF E_TEFF LOGG E_LOGG FEH E_FEH LI1 E_LI1 "AGE (Gyr)" GES_FLD MEM3D
07584005-6041429 6336 65 4.16 0.17 -0.03 0.05 3.14 0.05 0.24 NGC2516 0.9999
07584375-6032568 5518 66 4.37 0.18 -0.17 0.05 2.72 0.07 0.24 NGC2516 0.9977
07585720-6036127 4699 74 4.58 0.18 0.03 0.09 2.32 0.11 0.24 NGC2516 0.9996
07585754-6043008 4708 76 4.52 0.18 -0.05 0.1 2.3 0.12 0.24 NGC2516 0.9995
07591146-6049056 4935 65 4.46 0.18 0.02 0.05 1.79 0.09 0.24 NGC2516 0.9999
07591341-6040239 5697 65 4.5 0.17 -0.05 0.05 3.02 0.07 0.24 NGC2516 0.9964
07592134-6046028 6292 64 4.14 0.17 -0.06 0.05 2.99 0.05 0.24 NGC2516 0.9965
07592156-6046453 5112 65 4.57 0.17 -0.01 0.05 2.62 0.08 0.24 NGC2516 0.9998
07592611-6048339 4887 64 4.69 0.17 0.07 0.05 1.78 0.09 0.24 NGC2516 0.9999
07593402-6045184 5234 66 4.28 0.17 0.06 0.06 2.18 0.08 0.24 NGC2516 0.9999
07583646-6050184 6269 67 4.24 0.17 0.03 0.05 3.06 0.05 0.24 NGC2516 0.9951
07595015-6043342 4985 63 4.59 0.17 -0.03 0.05 1.99 0.08 0.24 NGC2516 0.9999
07595031-6044149 5108 65 4.52 0.18 -0.05 0.05 1.92 0.08 0.24 NGC2516 0.9999
07595262-6041159 6531 67 4.19 0.18 0.05 0.06 3.36 0.05 0.24 NGC2516 1
08000265-6036554 6092 65 4.3 0.18 0.04 0.05 2.29 0.06 0.24 NGC2516 0.9999
08000304-6037243 6839 66 4.16 0.18 0.01 0.05 3.23 0.04 0.24 NGC2516 0.9997
08001450-6045154 6214 65 4.29 0.17 -0.05 0.05 3.09 0.05 0.24 NGC2516 0.9997
08003437-6042225 5978 65 4.28 0.17 -0.01 0.05 3.07 0.06 0.24 NGC2516 0.9999
08003552-6048264 4843 63 4.63 0.17 0 0.05 1.9 0.08 0.24 NGC2516 1
08004769-6043368 5573 65 4.58 0.17 0.08 0.06 2.91 0.07 0.24 NGC2516 0.9997
08004799-6051564 5385 65 4.35 0.18 0.03 0.05 2.39 0.07 0.24 NGC2516 0.9995
08005189-6046598 5814 65 4.41 0.17 -0.05 0.05 3.05 0.06 0.24 NGC2516 0.9996
08005558-6045409 4864 65 4.19 0.17 -0.18 0.05 2.55 0.09 0.24 NGC2516 0.9996
08010217-6045027 6608 64 4.13 0.17 -0.02 0.05 3.03 0.05 0.24 NGC2516 0.9999
08010495-6047348 4985 65 4.67 0.17 0.05 0.05 1.65 0.09 0.24 NGC2516 1
08011281-6053531 5893 66 4.44 0.18 0.01 0.05 3.03 0.06 0.24 NGC2516 1
08011533-6047395 4763 75 4.5 0.17 -0.13 0.1 2.94 0.13 0.24 NGC2516 0.9554
07593093-6025165 5143 68 4.57 0.17 -0.09 0.05 1.4 0.09 0.24 NGC2516 0.9999
07595171-6022095 6322 66 4.2 0.17 -0.02 0.05 3.14 0.05 0.24 NGC2516 1
07595280-6032498 5093 63 4.49 0.18 -0.03 0.05 2.29 0.08 0.24 NGC2516 0.9999
08000541-6022527 4596 65 4.66 0.17 0 0.05 0.81 0.1 0.24 NGC2516 0.9999
08003110-6027487 6223 63 4.21 0.18 -0.02 0.05 2.89 0.05 0.24 NGC2516 0.9999
08003318-6031235 6234 66 4.21 0.17 -0.04 0.05 2.95 0.06 0.24 NGC2516 0.9998
08003775-6036331 4881 65 4.67 0.18 0.06 0.05 2.37 0.09 0.24 NGC2516 0.9999
08012174-6025405 6026 65 4.25 0.17 -0.03 0.06 3.13 0.06 0.24 NGC2516 0.9999
08012448-6035158 6323 66 4.14 0.18 -0.01 0.06 2.85 0.05 0.24 NGC2516 0.9999
07570970-6032134 3958 76 4.85 0.18 -0.04 0.1 -0.18 0.34 0.24 NGC2516 0.9999
07573937-6028347 4372 77 4.59 0.18 0.05 0.09 0.33 0.18 0.24 NGC2516 0.9997
07575281-6030478 3961 76 4.8 0.18 -0.07 0.1 0.51 0.17 0.24 NGC2516 0.9999
07575562-6036060 4284 77 4.7 0.18 0.05 0.09 0.57 0.12 0.24 NGC2516 0.9999
07575861-6024107 4795 65 4.71 0.17 0.04 0.06 1.28 0.08 0.24 NGC2516 0.9998
07581811-6020196 4711 64 4.81 0.17 0.05 0.05 0.85 0.12 0.24 NGC2516 1
07583938-6029593 4795 66 4.59 0.18 0.05 0.05 1.58 0.09 0.24 NGC2516 0.9999
07584939-6028213 3953 77 4.81 0.18 -0.01 0.1 -0.29 0.64 0.24 NGC2516 0.9998
07585363-6028088 4629 74 4.66 0.18 0.01 0.09 1.63 0.11 0.24 NGC2516 0.9999
07590857-6032596 3569 106 4.84 0.24 -0.13 0.09 -1 0.0 0.24 NGC2516 0.9999
07591276-6026144 3928 77 4.74 0.18 -0.05 0.09 0.53 0.15 0.24 NGC2516 1
07594430-6032198 3387 108 4.86 0.24 -0.3 0.09 0.29 0.2 0.24 NGC2516 0.9917
07595202-6029134 4075 108 4.82 0.24 0 0.09 1.54 0.12 0.24 NGC2516 0.9928
07595837-6024173 4182 77 4.68 0.18 0.05 0.1 0.77 0.1 0.24 NGC2516 0.9978
08001884-6025124 4636 65 4.67 0.17 0.05 0.05 0.98 0.1 0.24 NGC2516 1
08002083-6023163 3891 108 4.87 0.23 -0.11 0.09 0.22 0.32 0.24 NGC2516 0.9999
08005781-6033329 3920 75 4.73 0.18 -0.06 0.09 0.25 0.18 0.24 NGC2516 0.9998
08011274-6032061 3389 110 4.86 0.23 -0.35 0.09 -1 0.0 0.24 NGC2516 0.9999
08011939-6030357 3888 75 4.79 0.18 -0.08 0.09 0.37 0.17 0.24 NGC2516 0.9997
08013300-6027205 3922 106 4.85 0.24 -0.06 0.09 0.24 0.16 0.24 NGC2516 0.9999
08013340-6034222 4338 75 4.91 0.18 0.06 0.1 0.9 0.1 0.24 NGC2516 0.9999
08013707-6028527 3848 75 4.85 0.18 -0.1 0.09 0.25 0.21 0.24 NGC2516 0.9999
08094556-4917365 3849.19 58.41 4.52 0.08 0.15 0.03 2.58 0.04 #N/A NGC2547 1
08101292-4914096 5218 38 4.39 0.05 -0.01 0.05 2.82 0.05 #N/A NGC2547 0.9998
08094083-4923503 5650 55 4.42 0.1 0 0.11 3.68 0.07 #N/A NGC2547 0.9997
08102854-4856518 5870 38 4.37 0.05 -0.11 0.05 3.56 0.04 #N/A NGC2547 1
08110139-4900089 5331 35 4.43 0.05 -0.03 0.05 2.7 0.04 #N/A NGC2547 1
08105058-4935573 5841 41 4.41 0.07 -0.02 0.11 3.32 0.04 #N/A NGC2547 1
08103549-4905001 4459.58 74.91 4.65 0.12 0.05 0.07 3.13 0.11 #N/A NGC2547 0.9997
08111134-4904442 6984 86 4.12 0.06 -0.02 0.08 3.27 0.05 #N/A NGC2547 0.9999
08115737-4911322 5375 80 4.26 0.21 -0.01 0.11 2.93 0.09 #N/A NGC2547 0.9999
08074609-4915345 3891.03 59.64 4.55 0.09 0.15 0.03 -0.36 0.45 #N/A NGC2547 1
08095507-4858140 4004.83 62.1 4.46 0.08 0.07 0.02 0.65 0.09 #N/A NGC2547 1
08095786-4849182 5111 81 4.01 0.26 0 0.07 3.11 0.11 #N/A NGC2547 1
08102486-4901495 5994 81 4.22 0.1 0.04 0.07 3.34 0.07 #N/A NGC2547 1
08094507-4856307 6093 41 4.16 0.07 -0.02 0.12 3.33 0.04 #N/A NGC2547 1
08100380-4901071 6036 58 4.39 0.09 0.27 0.11 3.42 0.05 #N/A NGC2547 0.9898
08094684-4907198 5895 82 4.3 0.09 0.09 0.07 3.38 0.08 #N/A NGC2547 1
08102704-4908487 5561 83 4.15 0.16 0.06 0.07 3.05 0.09 #N/A NGC2547 0.9998
08103470-4908400 6087 81 4.18 0.11 0.09 0.07 3.47 0.07 #N/A NGC2547 0.9999
08110234-4916249 5748 81 4.18 0.11 0.06 0.06 3.32 0.08 #N/A NGC2547 1
08110009-4906442 5706 81 4.38 0.13 0.02 0.1 2.98 0.08 #N/A NGC2547 1
08092276-4916309 5261 38 4.38 0.05 -0.03 0.05 2.88 0.05 #N/A NGC2547 1
08092293-4907575 6286 38 4.23 0.05 0.04 0.06 3.26 0.03 #N/A NGC2547 0.9999
11065085-5841061 4651 64 4.63 0.14 -0.33 0.07 0.8 0.14 0.398 NGC3532 0.9997
11070549-5839270 4334 68 4.58 0.15 -0.55 0.07 0.47 0.15 0.398 NGC3532 0.9999
11070825-5844390 4545 63 4.65 0.14 -0.22 0.07 0.26 0.17 0.398 NGC3532 0.9999
11070908-5839114 5359 65 4.66 0.15 -0.12 0.07 2.08 0.07 0.398 NGC3532 0.9999
11071755-5839102 4599 64 4.6 0.15 -0.21 0.07 0.24 0.29 0.398 NGC3532 0.9999
11072934-5838332 4912 63 4.68 0.14 -0.12 0.07 1.58 0.09 0.398 NGC3532 0.9999
11073156-5834579 4679 66 4.69 0.15 -0.14 0.07 0.82 0.14 0.398 NGC3532 0.9997
11073790-5841499 5250 66 4.68 0.15 -0.13 0.07 2.25 0.08 0.398 NGC3532 0.9883
11074053-5841424 4542 62 4.67 0.14 -0.15 0.07 1.24 0.09 0.398 NGC3532 0.9999
11074537-5837301 4395 69 4.68 0.15 -0.39 0.07 -0.35 0.54 0.398 NGC3532 0.9996
11075253-5844401 4811 64 4.7 0.15 -0.2 0.07 1.76 0.08 0.398 NGC3532 0.9997
11080410-5843358 5170 64 4.66 0.14 -0.12 0.07 1.82 0.09 0.398 NGC3532 0.9998
11084038-5850429 5607 65 4.6 0.14 -0.12 0.07 2.43 0.06 0.398 NGC3532 0.9801
11073982-5842055 6211 38 4.41 0.05 0.05 0.05 3.08 0.03 0.398 NGC3532 0.9997
11083921-5845051 6024 37 4.43 0.05 -0.02 0.06 2.93 0.03 0.398 NGC3532 0.9686
11035262-5847131 6514 64 4.3 0.17 0.02 0.05 2.9 0.07 0.398 NGC3532 0.9981
11041355-5841223 4674 63 4.56 0.17 -0.04 0.06 0.81 0.19 0.398 NGC3532 0.9994
11042731-5853118 4933 64 4.9 0.17 0.04 0.05 0.71 0.33 0.398 NGC3532 0.9997
11042970-5841233 5172 66 4.62 0.18 0.14 0.05 1.16 0.2 0.398 NGC3532 0.9996
11043521-5839310 6743 79 4.17 0.18 0.07 0.1 2.6 0.08 0.398 NGC3532 0.9998
11043749-5839038 6112 65 4.32 0.17 0 0.05 2.91 0.06 0.398 NGC3532 0.9941
11043796-5838290 4915 65 4.59 0.17 0.03 0.05 1.52 0.12 0.398 NGC3532 0.9999
11043954-5849393 6465 66 4.14 0.17 0.02 0.05 2.58 0.07 0.398 NGC3532 0.9998
11044121-5856473 6115 65 4.24 0.18 0.06 0.05 3.11 0.06 0.398 NGC3532 0.998
11044221-5857037 5543 66 4.03 0.17 0.2 0.05 2.34 0.1 0.398 NGC3532 0.9997
11044279-5846403 6751 66 4.22 0.18 -0.06 0.06 2.01 0.15 0.398 NGC3532 0.9997
11044466-5849413 6546 67 4.25 0.17 0.05 0.05 3.07 0.05 0.398 NGC3532 0.9997
11044869-5840147 6053 65 4.35 0.17 0.03 0.05 2.92 0.06 0.398 NGC3532 0.9999
11044961-5838428 5829 65 4.69 0.18 -0.06 0.06 2.73 0.06 0.398 NGC3532 0.9935
11044967-5841472 6224 66 4.3 0.18 0.05 0.05 2.96 0.06 0.398 NGC3532 0.9999
11045505-5847128 5835 63 4.52 0.18 0.08 0.05 2.77 0.06 0.398 NGC3532 0.9999
11045607-5846451 4760 64 4.48 0.18 -0.08 0.05 0.84 0.11 0.398 NGC3532 0.9996
11045716-5856285 6714 64 4.21 0.17 -0.03 0.05 2.01 0.0 0.398 NGC3532 0.9994
11050079-5856528 6936 67 4.22 0.17 -0.05 0.05 3.08 0.06 0.398 NGC3532 0.9844
11050638-5842095 5765 63 4.19 0.17 -0.13 0.05 2.68 0.06 0.398 NGC3532 0.9809
11051186-5846302 5649 64 4.53 0.18 0.21 0.05 2.19 0.07 0.398 NGC3532 0.9999
11051477-5836545 5893 62 4.44 0.17 0.03 0.05 2.81 0.06 0.398 NGC3532 0.9999
11051641-5840316 5826 66 4.47 0.18 0.03 0.05 2.77 0.06 0.398 NGC3532 0.9998
11051971-5840208 6139 63 4.29 0.18 0.03 0.05 3.11 0.05 0.398 NGC3532 0.9999
11052238-5844358 6657 64 4.28 0.17 0.01 0.05 2.73 0.05 0.398 NGC3532 0.9994
11052290-5843225 5828 65 4.54 0.17 0.18 0.06 2.37 0.06 0.398 NGC3532 0.9997
11052473-5843583 5756 63 4.54 0.18 0.17 0.06 2.56 0.06 0.398 NGC3532 0.9999
11052638-5851250 5052 65 4.63 0.18 0.01 0.06 1.93 0.08 0.398 NGC3532 0.9989
11053097-5847491 5132 65 4.5 0.18 -0.01 0.06 1.44 0.08 0.398 NGC3532 0.9998
11053162-5837371 5806 64 4.43 0.18 0.05 0.05 2.73 0.06 0.398 NGC3532 0.9999
11053233-5841192 6294 66 4.17 0.18 0.01 0.06 3.11 0.05 0.398 NGC3532 0.9999
11053403-5839094 6415 67 4.29 0.17 -0.04 0.05 2.69 0.06 0.398 NGC3532 0.9994
11053571-5849079 5095 64 4.66 0.18 -0.06 0.06 1.57 0.08 0.398 NGC3532 0.9952
11053580-5852123 6251 65 4.24 0.17 0 0.05 2.51 0.06 0.398 NGC3532 0.9988
11053586-5840512 5495 66 4.38 0.18 0.01 0.06 2.45 0.07 0.398 NGC3532 0.9995
11054562-5843251 5207 63 4.27 0.18 0.08 0.06 1.66 0.09 0.398 NGC3532 0.9997
11054757-5846152 6453 65 4.18 0.17 -0.03 0.05 3.13 0.05 0.398 NGC3532 0.9996
11054948-5840187 6183 65 4.35 0.18 0.12 0.05 2.98 0.06 0.398 NGC3532 0.9998
11055041-5844437 6218 66 4.31 0.17 0.06 0.05 3.05 0.05 0.398 NGC3532 0.9997
11055160-5846526 6354 63 4.12 0.17 -0.06 0.05 2.47 0.06 0.398 NGC3532 0.9999
11055372-5846422 5318 65 4.19 0.17 0.05 0.05 1.71 0.07 0.398 NGC3532 0.9999
11055784-5850510 5202 63 4.55 0.17 0.04 0.06 2.23 0.08 0.398 NGC3532 0.9999
11060121-5850254 6581 65 4.19 0.18 -0.05 0.05 2.6 0.05 0.398 NGC3532 0.9998
11060562-5845112 6537 66 4.19 0.17 0.06 0.06 3.02 0.05 0.398 NGC3532 0.9999
11060701-5840258 4676 68 4.79 0.21 0.12 0.06 0.8 0.2 0.398 NGC3532 0.9999
11060867-5843274 6595 66 4.33 0.17 -0.2 0.06 2.48 0.05 0.398 NGC3532 0.9986
11060956-5838557 4911 67 4.79 0.17 0.14 0.06 1.3 0.16 0.398 NGC3532 0.9936
11061081-5847119 6998 64 4.23 0.18 -0.1 0.06 2.73 0.07 0.398 NGC3532 0.9999
11062180-5846500 5846 65 4.31 0.17 -0.03 0.05 2.82 0.06 0.398 NGC3532 0.9996
11062242-5849516 6639 67 4.18 0.18 -0.05 0.06 2.61 0.06 0.398 NGC3532 0.9997
11062273-5840579 5909 66 4.36 0.18 -0.09 0.06 2.75 0.06 0.398 NGC3532 0.9996
11062905-5845014 6432 67 4.14 0.18 0.02 0.05 2.95 0.06 0.398 NGC3532 0.9988
11062915-5846464 5288 64 4.43 0.17 -0.12 0.05 2.3 0.07 0.398 NGC3532 0.9999
11043679-5847578 5776 33 4.48 0.05 0.02 0.05 2.65 0.03 0.398 NGC3532 0.9994
11045622-5847279 5662 36 4.45 0.05 0.03 0.05 2.27 0.04 0.398 NGC3532 0.9997
11035117-5857275 5380 36 4.42 0.05 -0.02 0.05 2.22 0.04 0.398 NGC3532 0.9999
11035560-5855296 5723 36 4.36 0.05 -0.03 0.05 2.47 0.04 0.398 NGC3532 0.9999
11042118-5906578 6347 63 4.24 0.17 0.06 0.05 3.06 0.05 0.398 NGC3532 0.9998
11043693-5859007 6504 63 4.15 0.17 0.06 0.05 2.95 0.05 0.398 NGC3532 0.9956
11050326-5903475 6627 66 4.14 0.17 -0.08 0.06 2.65 0.08 0.398 NGC3532 0.999
11051484-5859095 6166 62 4.26 0.17 0.04 0.05 2.96 0.06 0.398 NGC3532 0.9945
11051887-5852300 4942 67 4.71 0.17 0.04 0.05 1.26 0.11 0.398 NGC3532 0.9998
11053214-5857081 5297 66 4.26 0.17 0.11 0.05 1.74 0.08 0.398 NGC3532 0.9999
11053223-5859071 5105 67 4.71 0.18 -0.02 0.05 2.07 0.08 0.398 NGC3532 0.9958
11053328-5851061 6698 66 4.17 0.17 0.08 0.05 2.65 0.06 0.398 NGC3532 0.9999
11054001-5904341 6511 66 4.21 0.17 -0.02 0.05 2.71 0.06 0.398 NGC3532 0.9997
11055220-5855347 6159 67 4.28 0.17 -0.04 0.05 2.96 0.06 0.398 NGC3532 0.9999
11055228-5910362 6290 66 4.2 0.18 0.03 0.05 2.82 0.05 0.398 NGC3532 0.9995
11055783-5856344 6660 65 4.12 0.17 0.01 0.05 2.98 0.05 0.398 NGC3532 0.9959
11060132-5857103 5270 67 4.18 0.17 0.08 0.05 2.13 0.08 0.398 NGC3532 0.9999
11060148-5902581 6284 66 4.26 0.17 -0.02 0.06 3.15 0.05 0.398 NGC3532 0.9999
11060272-5856530 5065 66 4.53 0.17 -0.09 0.05 1.66 0.07 0.398 NGC3532 0.9995
11060442-5901343 6451 65 4.16 0.18 0.01 0.05 3.11 0.05 0.398 NGC3532 0.9999
11060522-5856061 6492 66 4.13 0.18 -0.05 0.05 2.8 0.05 0.398 NGC3532 0.9949
11060688-5859184 5283 64 4.28 0.18 0.13 0.05 2.28 0.07 0.398 NGC3532 0.9999
11061533-5852564 6782 67 4.19 0.18 0.04 0.05 2.6 0.05 0.398 NGC3532 0.9996
11062416-5853194 6749 65 4.19 0.17 -0.06 0.05 2.67 0.06 0.398 NGC3532 0.9997
11062466-5857125 6219 66 4.22 0.17 0.04 0.05 3.02 0.05 0.398 NGC3532 0.9999
11062575-5909341 6201 65 4.34 0.17 -0.04 0.06 3 0.06 0.398 NGC3532 0.9999
11062589-5852279 5182 63 4.76 0.17 0 0.06 1.67 0.09 0.398 NGC3532 0.9994
11063921-5907482 5826 63 4.46 0.17 -0.06 0.05 2.8 0.06 0.398 NGC3532 0.9999
11065091-5858036 5314 64 4.57 0.18 0.03 0.06 1.82 0.06 0.398 NGC3532 0.9996
11065400-5900568 4989 65 4.55 0.18 0.03 0.05 2.16 0.09 0.398 NGC3532 0.9999
11065760-5904007 5735 64 4.27 0.17 -0.03 0.05 2.65 0.06 0.398 NGC3532 0.9999
11070026-5903368 6742 66 4.22 0.18 0.01 0.05 2.06 0.19 0.398 NGC3532 0.9999
11070636-5859365 5098 65 4.52 0.17 -0.07 0.06 1.83 0.08 0.398 NGC3532 0.9996
11044923-5901067 5632 33 4.44 0.05 -0.01 0.04 2.57 0.05 0.398 NGC3532 0.9999
11045170-5906388 5995 35 4.44 0.05 -0.01 0.04 3.1 0.04 0.398 NGC3532 0.9996
11052067-5900337 5650 32 4.44 0.05 -0.02 0.04 2.46 0.04 0.398 NGC3532 0.9998
11050119-5836244 6183 66 4.2 0.17 -0.01 0.05 3.02 0.06 0.398 NGC3532 0.9999
11051407-5839488 6330 63 4.19 0.17 0.05 0.06 2.98 0.05 0.398 NGC3532 0.9999
11054260-5837538 6598 65 4.14 0.17 -0.01 0.05 3.07 0.04 0.398 NGC3532 0.9999
11055330-5837047 6249 67 4.25 0.18 0.04 0.06 3.21 0.05 0.398 NGC3532 0.9997
11061873-5830244 5320 65 4.72 0.18 -0.07 0.06 2.3 0.07 0.398 NGC3532 0.9998
11061887-5828259 6815 66 4.19 0.17 0.03 0.06 2.47 0.06 0.398 NGC3532 0.9993
11061994-5841257 6703 66 4.15 0.17 0.08 0.06 2.4 0.06 0.398 NGC3532 0.9999
11061995-5844489 5357 63 4.3 0.17 0.05 0.05 2.32 0.07 0.398 NGC3532 0.9994
11062061-5833093 5869 66 4.34 0.18 0.03 0.05 2.74 0.06 0.398 NGC3532 0.9999
11062506-5839444 5964 64 4.48 0.17 0.07 0.05 3.01 0.06 0.398 NGC3532 0.9999
11062530-5834341 6681 68 4.21 0.17 0.01 0.05 2.75 0.06 0.398 NGC3532 0.9999
11062929-5830135 6705 65 4.23 0.17 -0.02 0.05 2.47 0.07 0.398 NGC3532 0.9999
11063100-5829462 5611 65 4.45 0.17 0.15 0.05 2.48 0.06 0.398 NGC3532 0.9999
11063633-5841326 5307 64 4.52 0.17 -0.06 0.05 1.85 0.07 0.398 NGC3532 0.9993
11063937-5839582 5166 68 4.48 0.18 0.03 0.05 1.57 0.09 0.398 NGC3532 0.9998
11064172-5839199 5167 64 4.17 0.17 0.06 0.05 1.83 0.08 0.398 NGC3532 0.9999
11064553-5841241 6844 66 4.23 0.17 -0.07 0.05 3.2 0.04 0.398 NGC3532 0.9999
11064904-5844090 6106 64 4.31 0.17 -0.04 0.05 3.07 0.05 0.398 NGC3532 0.9993
11065444-5838316 5142 65 4.6 0.18 -0.02 0.05 1.69 0.09 0.398 NGC3532 0.9999
11065663-5845014 6130 66 4.26 0.17 -0.03 0.05 3.02 0.05 0.398 NGC3532 0.9997
11065791-5841574 5168 66 4.2 0.17 0.02 0.06 1.71 0.09 0.398 NGC3532 0.9997
11070866-5830328 6728 64 4.14 0.17 0 0.06 2.43 0.07 0.398 NGC3532 0.9999
11070882-5827521 4874 63 4.6 0.17 0.06 0.05 1.01 0.12 0.398 NGC3532 0.9999
11071220-5843119 6879 65 4.18 0.17 -0.04 0.05 2.4 0.07 0.398 NGC3532 0.9999
11071237-5839189 5955 65 4.37 0.18 -0.04 0.05 2.93 0.06 0.398 NGC3532 0.9846
11072755-5832584 6298 66 4.16 0.17 -0.04 0.05 2.67 0.05 0.398 NGC3532 0.9999
11073012-5830467 5822 64 4.44 0.17 0.08 0.05 2.74 0.06 0.398 NGC3532 0.9999
11073535-5827257 5651 67 4.22 0.17 -0.01 0.05 2.5 0.07 0.398 NGC3532 0.9999
11074076-5830044 4947 64 4.38 0.18 0.02 0.06 1.42 0.1 0.398 NGC3532 0.9991
11053477-5837108 5878 39 4.46 0.05 0.03 0.04 2.78 0.04 0.398 NGC3532 0.9993
11061685-5835179 5471 31 4.49 0.05 0 0.05 2.29 0.04 0.398 NGC3532 0.9999
11062379-5832269 5595 33 4.42 0.05 -0.07 0.04 2.63 0.04 0.398 NGC3532 0.9998
11063294-5837483 5743 37 4.34 0.05 -0.09 0.05 2.73 0.04 0.398 NGC3532 0.9993
11070902-5832057 5752 31 4.37 0.05 -0.03 0.05 2.63 0.03 0.398 NGC3532 0.9998
11062533-5843191 5242 67 4.05 0.17 -0.03 0.05 1.23 0.13 0.398 NGC3532 0.9999
11071992-5859586 5026 64 4.52 0.18 -0.04 0.05 1.88 0.08 0.398 NGC3532 0.9998
11073024-5901201 6541 64 4.15 0.17 -0.05 0.06 2.98 0.05 0.398 NGC3532 0.9998
11073699-5857004 5979 64 4.37 0.17 0.04 0.05 2.96 0.06 0.398 NGC3532 0.9999
11080864-5844342 6761 67 4.04 0.18 0.06 0.05 3.18 0.05 0.398 NGC3532 0.9651
11083128-5848276 6081 66 4.3 0.17 0.02 0.06 3.03 0.05 0.398 NGC3532 0.9806
11061962-5849319 5643 34 4.41 0.05 0.1 0.04 2.57 0.04 0.398 NGC3532 0.9999
11071871-5849027 5634 33 4.4 0.05 0.03 0.05 2.61 0.04 0.398 NGC3532 0.9997
11073929-5848570 5814 33 4.36 0.05 -0.09 0.04 2.84 0.03 0.398 NGC3532 0.9896
11081128-5856090 5318 33 4.45 0.05 -0.03 0.04 2.01 0.04 0.398 NGC3532 0.9999
11082918-5849384 5789 31 4.35 0.05 -0.04 0.05 2.76 0.03 0.398 NGC3532 0.9996
11021990-5857540 4394 76 4.58 0.18 0.04 0.09 0.29 0.18 0.398 NGC3532 0.9873
11024398-5853072 4475 78 4.57 0.18 0 0.09 1.02 0.11 0.398 NGC3532 0.9999
11025354-5857350 3496 111 4.87 0.24 -0.32 0.09 -1 0.0 0.398 NGC3532 0.9999
11025487-5845405 4329 76 4.85 0.18 0.06 0.09 -0.37 0.47 0.398 NGC3532 0.9999
11025998-5906056 3539 107 4.87 0.23 -0.3 0.09 -0.81 0.49 0.398 NGC3532 0.9999
11030808-5854018 4414 77 4.49 0.17 0.04 0.1 0.41 0.16 0.398 NGC3532 0.9998
11031628-5905335 3922 79 4.76 0.18 -0.05 0.1 -0.03 0.28 0.398 NGC3532 0.9999
11033317-5848032 3308 109 4.87 0.24 -0.38 0.09 -0.68 0.43 0.398 NGC3532 0.9999
11033626-5907360 4106 74 4.78 0.18 -0.01 0.09 0.54 0.11 0.398 NGC3532 0.9998
11035383-5900057 4120 106 4.86 0.24 0.02 0.09 0.9 0.12 0.398 NGC3532 0.9999
11040478-5852413 3435 110 4.85 0.23 -0.35 0.09 -1 0.0 0.398 NGC3532 0.9999
11043552-5851504 3793 77 4.83 0.18 -0.14 0.09 0.17 0.25 0.398 NGC3532 0.9999
11050841-5858225 3348 107 4.84 0.24 -0.46 0.09 -1 0.0 0.398 NGC3532 0.9997
11033831-5849367 6108 38 4.4 0.05 -0.01 0.05 2.97 0.03 0.398 NGC3532 0.9999
11020607-5834460 6818 67 4.23 0.17 0.03 0.05 3.25 0.04 0.398 NGC3532 0.9847
11021891-5847363 6393 64 4.13 0.17 -0.08 0.06 2.4 0.09 0.398 NGC3532 0.9999
11022490-5836268 5930 69 4.37 0.18 -0.04 0.05 2.89 0.07 0.398 NGC3532 0.9999
11022744-5838540 5162 67 4.74 0.18 -0.09 0.05 1.36 0.12 0.398 NGC3532 0.987
11023122-5844264 5198 64 4.12 0.17 0.07 0.05 1.27 0.14 0.398 NGC3532 0.978
11023237-5833277 5443 65 4.28 0.17 -0.02 0.06 1.95 0.09 0.398 NGC3532 0.9998
11023416-5834273 5227 65 4.72 0.17 0.1 0.05 2.33 0.09 0.398 NGC3532 0.9998
11024584-5851381 6865 67 4.2 0.18 -0.05 0.05 3.22 0.04 0.398 NGC3532 0.9997
11025009-5833223 5989 66 4.39 0.17 0.36 0.05 1.27 1.29 0.398 NGC3532 0.9513
11025707-5846116 5509 65 4.39 0.17 0.14 0.06 2.28 0.07 0.398 NGC3532 0.9999
11025725-5836280 6510 65 4.15 0.17 0.07 0.05 2.29 0.09 0.398 NGC3532 0.9999
11025815-5836172 6825 79 4.16 0.18 0.06 0.1 3.37 0.05 0.398 NGC3532 0.9998
11030740-5845221 6501 67 4.13 0.18 -0.02 0.05 2.66 0.05 0.398 NGC3532 0.9999
11030793-5836212 6314 65 4.13 0.17 -0.01 0.06 3.14 0.05 0.398 NGC3532 0.9998
11031646-5847076 6194 63 4.3 0.17 0.03 0.05 3.12 0.05 0.398 NGC3532 0.9998
11032100-5832389 6285 64 4.17 0.17 0 0.05 2.85 0.05 0.398 NGC3532 0.9999
11033312-5848104 5992 65 4.33 0.17 -0.01 0.05 2.91 0.06 0.398 NGC3532 0.9999
11033316-5843589 5557 64 4.45 0.18 0.01 0.05 2.25 0.06 0.398 NGC3532 0.9999
11033368-5844468 6441 66 4.13 0.17 -0.09 0.05 2.52 0.06 0.398 NGC3532 0.9996
11033531-5841142 6712 65 4.19 0.17 0 0.05 2.44 0.07 0.398 NGC3532 0.9999
11033668-5837349 6203 63 4.29 0.17 -0.01 0.06 3.08 0.05 0.398 NGC3532 0.9999
11033731-5845390 5961 66 4.35 0.17 -0.01 0.06 2.91 0.06 0.398 NGC3532 0.9978
11033860-5847487 4859 64 4.6 0.17 -0.06 0.05 1.73 0.08 0.398 NGC3532 0.9862
